number,behaviour_event,value,type_event,fps,time,depth,x,y,z,behaviour,type,location,place,raw,
1,1.sitting,2,2.Resting,5840,15/08/2014 0:43:08.0,0.78,-0.84,0.116,0.452,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5840,15/08/2014 0:43:08.0,0.78,-0.832,-0.12,0.364,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5841,15/08/2014 0:43:08.1,0.78,-0.832,-0.216,0.4,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5841,15/08/2014 0:43:08.1,0.78,-0.856,-0.22,0.412,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5842,15/08/2014 0:43:08.2,0.78,-0.888,-0.2,0.392,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5842,15/08/2014 0:43:08.2,0.78,-0.904,-0.168,0.38,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5843,15/08/2014 0:43:08.3,0.78,-0.908,-0.124,0.38,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5843,15/08/2014 0:43:08.3,0.78,-0.908,-0.096,0.38,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5844,15/08/2014 0:43:08.4,0.78,-0.896,-0.104,0.364,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5844,15/08/2014 0:43:08.5,0.78,-0.904,-0.116,0.348,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5845,15/08/2014 0:43:08.5,0.78,-0.92,-0.116,0.336,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5845,15/08/2014 0:43:08.5,0.78,-0.928,-0.104,0.336,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5846,15/08/2014 0:43:08.6,0.78,-0.92,-0.092,0.344,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5846,15/08/2014 0:43:08.6,0.78,-0.924,-0.084,0.344,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5847,15/08/2014 0:43:08.7,0.78,-0.916,-0.096,0.332,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5847,15/08/2014 0:43:08.7,0.78,-0.912,-0.104,0.34,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5848,15/08/2014 0:43:08.8,0.78,-0.912,-0.108,0.344,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5848,15/08/2014 0:43:08.8,0.78,-0.92,-0.116,0.344,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5849,15/08/2014 0:43:08.9,0.78,-0.916,-0.124,0.36,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5849,15/08/2014 0:43:08.9,0.78,-0.908,-0.112,0.356,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5850,15/08/2014 0:43:09.0,0.78,-0.9,-0.108,0.364,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5850,15/08/2014 0:43:09.0,0.78,-0.896,-0.112,0.384,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5851,15/08/2014 0:43:09.1,0.78,-0.892,-0.128,0.388,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5851,15/08/2014 0:43:09.1,0.78,-0.876,-0.128,0.396,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5852,15/08/2014 0:43:09.2,0.78,-0.88,-0.132,0.396,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5852,15/08/2014 0:43:09.2,0.78,-0.876,-0.12,0.408,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5853,15/08/2014 0:43:09.3,0.78,-0.868,-0.124,0.416,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5853,15/08/2014 0:43:09.3,0.81,-0.872,-0.112,0.408,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5854,15/08/2014 0:43:09.4,0.78,-0.884,-0.116,0.412,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5854,15/08/2014 0:43:09.4,0.78,-0.884,-0.108,0.412,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5855,15/08/2014 0:43:09.5,0.78,-0.9,-0.104,0.412,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5855,15/08/2014 0:43:09.5,0.78,-0.92,-0.108,0.42,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5856,15/08/2014 0:43:09.6,0.81,-0.92,-0.128,0.436,sitting,Resting,land,land,,
1,1.sitting,2,2.Resting,5856,15/08/2014 0:43:09.6,0.78,-0.928,-0.12,0.468,sitting,Resting,land,land,,
1,1.other,3,3.Other,5857,15/08/2014 0:43:09.7,0.78,-0.964,-0.08,0.456,other,Other,land,land,other,
1,1.other,3,3.Other,5857,15/08/2014 0:43:09.7,0.81,-1.008,-0.04,0.492,other,Other,land,land,,
1,1.other,3,3.Other,5858,15/08/2014 0:43:09.8,0.78,-1.012,0.004,0.436,other,Other,land,land,,
1,1.other,3,3.Other,5858,15/08/2014 0:43:09.8,0.78,-0.592,0.02,0.544,other,Other,land,land,,
1,1.other,3,3.Other,5859,15/08/2014 0:43:09.9,0.81,-0.632,-0.228,0.492,other,Other,land,land,,
1,1.other,3,3.Other,5859,15/08/2014 0:43:09.9,0.78,-0.556,-0.14,0.588,other,Other,land,land,,
1,1.other,3,3.Other,5860,15/08/2014 0:43:10.0,0.78,-0.568,-0.032,0.54,other,Other,land,land,,
1,1.other,3,3.Other,5860,15/08/2014 0:43:10.0,0.78,-0.852,-0.168,0.512,other,Other,land,land,,
1,1.other,3,3.Other,5861,15/08/2014 0:43:10.1,0.81,-0.692,-0.02,0.52,other,Other,land,land,,
1,1.other,3,3.Other,5861,15/08/2014 0:43:10.1,0.78,-0.756,-0.016,0.424,other,Other,land,land,,
1,1.other,3,3.Other,5862,15/08/2014 0:43:10.2,0.78,-0.88,-0.372,0.6,other,Other,land,land,,
1,1.other,3,3.Other,5862,15/08/2014 0:43:10.2,0.78,-0.712,-0.816,0.276,other,Other,land,land,,
1,1.other,3,3.Other,5863,15/08/2014 0:43:10.3,0.78,-0.388,-0.876,0.504,other,Other,land,land,,
1,1.other,3,3.Other,5863,15/08/2014 0:43:10.3,0.78,-0.696,-1.148,0.168,other,Other,land,land,,
1,1.other,3,3.Other,5864,15/08/2014 0:43:10.4,0.78,-0.396,-0.968,0.388,other,Other,land,land,,
1,1.other,3,3.Other,5864,15/08/2014 0:43:10.4,0.78,-0.512,-0.372,0.388,other,Other,land,land,,
1,1.other,3,3.Other,5865,15/08/2014 0:43:10.5,0.78,-0.776,-0.556,0.468,other,Other,land,land,,
1,1.other,3,3.Other,5865,15/08/2014 0:43:10.5,0.78,-0.88,-0.692,0.296,other,Other,land,land,,
1,1.other,3,3.Other,5866,15/08/2014 0:43:10.6,0.81,-0.82,-0.296,0.44,other,Other,land,land,,
1,1.other,3,3.Other,5866,15/08/2014 0:43:10.7,0.78,-0.648,-0.3,0.396,other,Other,land,land,,
1,1.other,3,3.Other,5867,15/08/2014 0:43:10.7,0.78,-0.44,-0.116,0.56,other,Other,land,land,,
1,1.other,3,3.Other,5867,15/08/2014 0:43:10.7,0.78,-0.796,0.508,0.684,other,Other,land,land,,
1,1.other,3,3.Other,5868,15/08/2014 0:43:10.8,0.81,-0.632,0.632,0.432,other,Other,land,land,,
1,1.other,3,3.Other,5868,15/08/2014 0:43:10.8,0.81,-0.716,0.404,0.588,other,Other,land,land,,
1,1.other,3,3.Other,5869,15/08/2014 0:43:10.9,0.78,-0.44,0.148,0.616,other,Other,land,land,,
1,1.other,3,3.Other,5869,15/08/2014 0:43:10.9,0.78,-0.324,0.152,0.756,other,Other,land,land,,
1,1.other,3,3.Other,5870,15/08/2014 0:43:11.0,0.78,-0.644,0.124,0.788,other,Other,land,land,,
1,1.other,3,3.Other,5870,15/08/2014 0:43:11.0,0.81,-0.82,0.172,0.736,other,Other,land,land,,
1,1.other,3,3.Other,5871,15/08/2014 0:43:11.1,0.78,-0.508,-0.008,0.508,other,Other,land,land,,
1,1.other,3,3.Other,5871,15/08/2014 0:43:11.1,0.78,-0.476,-0.236,0.348,other,Other,land,land,,
1,1.other,3,3.Other,5872,15/08/2014 0:43:11.2,0.78,-0.424,-0.46,0.22,other,Other,land,land,,
1,1.other,3,3.Other,5872,15/08/2014 0:43:11.2,0.78,-0.656,-0.652,0.224,other,Other,land,land,,
1,1.other,3,3.Other,5873,15/08/2014 0:43:11.3,0.78,-0.676,-0.956,0.368,other,Other,land,land,,
1,1.other,3,3.Other,5873,15/08/2014 0:43:11.4,0.78,-0.696,-0.96,0.34,other,Other,land,land,,
1,1.other,3,3.Other,5874,15/08/2014 0:43:11.4,0.78,-0.544,-0.844,0.252,other,Other,land,land,,
1,1.other,3,3.Other,5874,15/08/2014 0:43:11.4,0.78,-0.408,-1.028,0.476,other,Other,land,land,,
1,1.other,3,3.Other,5875,15/08/2014 0:43:11.5,0.78,-0.556,-0.572,0.596,other,Other,land,land,,
1,1.other,3,3.Other,5875,15/08/2014 0:43:11.5,0.81,-0.616,-0.492,0.384,other,Other,land,land,,
1,1.other,3,3.Other,5876,15/08/2014 0:43:11.6,0.81,-0.736,-0.528,0.616,other,Other,land,land,,
1,1.other,3,3.Other,5876,15/08/2014 0:43:11.6,0.78,-0.64,-0.304,0.628,other,Other,land,land,,
1,1.other,3,3.Other,5877,15/08/2014 0:43:11.7,0.78,-0.804,0.056,0.764,other,Other,land,land,,
1,1.other,3,3.Other,5877,15/08/2014 0:43:11.7,0.78,-0.904,0.196,0.756,other,Other,land,land,,
1,1.other,3,3.Other,5878,15/08/2014 0:43:11.8,0.81,-0.744,0.004,0.628,other,Other,land,land,,
1,1.other,3,3.Other,5878,15/08/2014 0:43:11.8,0.81,-0.584,-0.26,0.64,other,Other,land,land,,
1,1.other,3,3.Other,5879,15/08/2014 0:43:11.9,0.78,-0.472,-0.444,0.684,other,Other,land,land,,
1,1.other,3,3.Other,5879,15/08/2014 0:43:11.9,0.78,-0.4,-0.472,0.692,other,Other,land,land,,
1,1.other,3,3.Other,5880,15/08/2014 0:43:12.0,0.78,-0.376,-0.384,0.716,other,Other,land,land,,
1,1.other,3,3.Other,5880,15/08/2014 0:43:12.0,0.81,-0.356,-0.304,0.764,other,Other,land,land,,
1,1.other,3,3.Other,5881,15/08/2014 0:43:12.1,0.81,-0.4,-0.28,0.78,other,Other,land,land,,
1,1.other,3,3.Other,5881,15/08/2014 0:43:12.1,0.78,-0.444,-0.272,0.74,other,Other,land,land,,
1,1.other,3,3.Other,5882,15/08/2014 0:43:12.2,0.78,-0.48,-0.3,0.724,other,Other,land,land,,
1,1.other,3,3.Other,5882,15/08/2014 0:43:12.2,0.78,-0.544,-0.348,0.72,other,Other,land,land,,
1,1.other,3,3.Other,5883,15/08/2014 0:43:12.3,0.78,-0.556,-0.332,0.688,other,Other,land,land,,
1,1.other,3,3.Other,5883,15/08/2014 0:43:12.3,0.78,-0.596,-0.336,0.672,other,Other,land,land,,
1,1.other,3,3.Other,5884,15/08/2014 0:43:12.4,0.81,-0.628,-0.324,0.624,other,Other,land,land,,
1,1.other,3,3.Other,5884,15/08/2014 0:43:12.4,0.78,-0.644,-0.316,0.612,other,Other,land,land,,
1,1.other,3,3.Other,5885,15/08/2014 0:43:12.5,0.78,-0.648,-0.3,0.624,other,Other,land,land,,
1,1.other,3,3.Other,5885,15/08/2014 0:43:12.5,0.78,-0.628,-0.28,0.6,other,Other,land,land,,
1,1.other,3,3.Other,5886,15/08/2014 0:43:12.6,0.81,-0.652,-0.264,0.584,other,Other,land,land,,
1,1.other,3,3.Other,5886,15/08/2014 0:43:12.6,0.81,-0.728,-0.26,0.612,other,Other,land,land,,
1,1.other,3,3.Other,5887,15/08/2014 0:43:12.7,0.78,-0.748,-0.26,0.568,other,Other,land,land,,
1,1.other,3,3.Other,5887,15/08/2014 0:43:12.7,0.78,-0.756,-0.272,0.528,other,Other,land,land,,
1,1.other,3,3.Other,5888,15/08/2014 0:43:12.8,0.78,-0.764,-0.292,0.556,other,Other,land,land,,
1,1.other,3,3.Other,5888,15/08/2014 0:43:12.8,0.78,-0.736,-0.28,0.528,other,Other,land,land,,
1,1.other,3,3.Other,5889,15/08/2014 0:43:12.9,0.78,-0.72,-0.288,0.512,other,Other,land,land,,
1,1.other,3,3.Other,5889,15/08/2014 0:43:12.9,0.78,-0.752,-0.296,0.508,other,Other,land,land,,
1,1.other,3,3.Other,5890,15/08/2014 0:43:13.0,0.78,-0.76,-0.288,0.532,other,Other,land,land,,
1,1.other,3,3.Other,5890,15/08/2014 0:43:13.0,0.78,-0.76,-0.276,0.512,other,Other,land,land,,
1,1.other,3,3.Other,5891,15/08/2014 0:43:13.1,0.78,-0.796,-0.26,0.532,other,Other,land,land,,
1,1.other,3,3.Other,5891,15/08/2014 0:43:13.1,0.78,-0.808,-0.232,0.492,other,Other,land,land,,
1,1.other,3,3.Other,5892,15/08/2014 0:43:13.2,0.78,-0.824,-0.216,0.488,other,Other,land,land,,
1,1.other,3,3.Other,5892,15/08/2014 0:43:13.2,0.78,-0.852,-0.184,0.496,other,Other,land,land,,
1,1.other,3,3.Other,5893,15/08/2014 0:43:13.3,0.78,-0.844,-0.176,0.5,other,Other,land,land,,
1,1.other,3,3.Other,5893,15/08/2014 0:43:13.3,0.81,-0.848,-0.2,0.48,other,Other,land,land,,
1,1.other,3,3.Other,5894,15/08/2014 0:43:13.4,0.81,-0.84,-0.204,0.476,other,Other,land,land,,
1,1.other,3,3.Other,5894,15/08/2014 0:43:13.4,0.81,-0.836,-0.196,0.476,other,Other,land,land,,
1,1.other,3,3.Other,5895,15/08/2014 0:43:13.5,0.78,-0.828,-0.204,0.5,other,Other,land,land,,
1,1.other,3,3.Other,5895,15/08/2014 0:43:13.6,0.78,-0.852,-0.22,0.492,other,Other,land,land,,
1,1.other,3,3.Other,5896,15/08/2014 0:43:13.6,0.78,-0.804,-0.196,0.48,other,Other,land,land,,
1,1.other,3,3.Other,5896,15/08/2014 0:43:13.6,0.81,-0.776,-0.172,0.48,other,Other,land,land,,
1,1.other,3,3.Other,5897,15/08/2014 0:43:13.7,0.78,-0.768,-0.168,0.496,other,Other,land,land,,
1,1.other,3,3.Other,5897,15/08/2014 0:43:13.7,0.78,-0.768,-0.2,0.492,other,Other,land,land,,
2,2.sitting,4,4.Resting,5898,15/08/2014 0:43:13.8,0.78,-0.764,-0.224,0.496,sitting,Resting,land,land,sitting,
2,2.sitting,4,4.Resting,5898,15/08/2014 0:43:13.8,0.81,-0.792,-0.248,0.484,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5899,15/08/2014 0:43:13.9,0.78,-0.812,-0.236,0.48,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5899,15/08/2014 0:43:13.9,0.81,-0.82,-0.232,0.476,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5900,15/08/2014 0:43:14.0,0.78,-0.812,-0.216,0.476,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5900,15/08/2014 0:43:14.0,0.81,-0.824,-0.2,0.472,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5901,15/08/2014 0:43:14.1,0.78,-0.844,-0.172,0.46,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5901,15/08/2014 0:43:14.1,0.78,-0.86,-0.16,0.456,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5902,15/08/2014 0:43:14.2,0.78,-0.852,-0.184,0.456,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5902,15/08/2014 0:43:14.2,0.78,-0.852,-0.2,0.448,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5903,15/08/2014 0:43:14.3,0.78,-0.848,-0.204,0.44,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5903,15/08/2014 0:43:14.3,0.81,-0.844,-0.208,0.436,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5904,15/08/2014 0:43:14.4,0.78,-0.84,-0.204,0.436,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5904,15/08/2014 0:43:14.4,0.81,-0.836,-0.204,0.444,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5905,15/08/2014 0:43:14.5,0.78,-0.836,-0.204,0.436,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5905,15/08/2014 0:43:14.5,0.78,-0.836,-0.196,0.436,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5906,15/08/2014 0:43:14.6,0.81,-0.82,-0.172,0.424,sitting,Resting,land,land,,
2,2.sitting,4,4.Resting,5906,15/08/2014 0:43:14.6,0.78,-0.824,-0.128,0.428,sitting,Resting,land,land,,
1,1.moving,5,5.Travelling,5907,15/08/2014 0:43:14.7,0.78,-0.832,-0.06,0.42,moving,Travelling,land,land,moving,
1,1.moving,5,5.Travelling,5907,15/08/2014 0:43:14.7,0.78,-0.896,-0.012,0.404,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5908,15/08/2014 0:43:14.8,0.78,-0.94,0.04,0.36,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5908,15/08/2014 0:43:14.8,0.81,-0.972,0.088,0.328,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5909,15/08/2014 0:43:14.9,0.81,-1.012,0.156,0.34,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5909,15/08/2014 0:43:14.9,0.81,-1.024,0.144,0.368,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5910,15/08/2014 0:43:15.0,0.81,-1.104,0.048,0.572,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5910,15/08/2014 0:43:15.0,0.78,-1.06,-0.124,0.568,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5911,15/08/2014 0:43:15.1,0.78,-0.992,-0.388,0.468,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5911,15/08/2014 0:43:15.1,0.78,-0.752,-0.344,0.432,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5912,15/08/2014 0:43:15.2,0.78,-0.396,-0.408,0.384,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5912,15/08/2014 0:43:15.2,0.78,-0.472,-0.544,0.604,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5913,15/08/2014 0:43:15.3,0.81,-0.548,-0.444,0.468,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5913,15/08/2014 0:43:15.3,0.78,-0.616,-0.392,0.604,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5914,15/08/2014 0:43:15.4,0.78,-0.612,-0.488,0.616,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5914,15/08/2014 0:43:15.4,0.78,-0.724,-0.852,0.624,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5915,15/08/2014 0:43:15.5,0.81,-0.796,-0.676,0.288,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5915,15/08/2014 0:43:15.5,0.78,-0.784,-0.26,0.656,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5916,15/08/2014 0:43:15.6,0.78,-0.728,0.116,0.256,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5916,15/08/2014 0:43:15.6,0.81,-0.44,0.124,0.608,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5917,15/08/2014 0:43:15.7,0.78,-0.444,0.572,0.488,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5917,15/08/2014 0:43:15.8,0.78,-0.576,0.724,0.688,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5918,15/08/2014 0:43:15.8,0.78,-0.804,0.788,0.38,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5918,15/08/2014 0:43:15.8,0.81,-0.952,0.588,0.376,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5919,15/08/2014 0:43:15.9,0.81,-0.824,0.536,0.38,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5919,15/08/2014 0:43:15.9,0.81,-0.504,0.212,0.772,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5920,15/08/2014 0:43:16.0,0.78,-0.552,-0.228,0.464,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5920,15/08/2014 0:43:16.0,0.78,-0.604,-0.424,0.624,moving,Travelling,land,land,,
1,1.moving,5,5.Travelling,5921,15/08/2014 0:43:16.1,0.78,-0.62,-0.436,0.608,moving,Travelling,land,land,,
